股票代码,行业名称,细分行业名称,概念板块,风格板块,指数板块,特殊板块,板块总数,市场位置摘要
sh603828,装修装饰,装修装饰,BIPV概念、PPP概念、ST板块、新型城镇、装配建筑,昨日跌停、私募重仓、股权转让,,,8,行业位置：装修装饰/装修装饰；相关概念：BIPV概念、PPP概念、ST板块、新型城镇、装配建筑；风格标签：昨日跌停、私募重仓、股权转让。
sh603839,服饰,非运动服装,婴童概念、抖音概念、新零售、网红经济,微小盘股、破发行价、股权转让、连续亏损,,,8,行业位置：服饰/非运动服装；相关概念：婴童概念、抖音概念、新零售、网红经济；风格标签：微小盘股、破发行价、股权转让、连续亏损。
sh603880,医疗保健,医疗耗材,医美概念、口罩防护,微盘股、昨日振荡、昨日较强、昨曾涨停、近期新高、连续亏损,,,8,行业位置：医疗保健/医疗耗材；相关概念：医美概念、口罩防护；风格标签：微盘股、昨日振荡、昨日较强、昨曾涨停。
sh603886,食品,烘焙食品,IP经济、新零售,QFII重仓、台资背景、小盘非融、微盘股、高分红股、高股息股,,,8,行业位置：食品/烘焙食品；相关概念：IP经济、新零售；风格标签：QFII重仓、台资背景、小盘非融、微盘股。
sh603922,汽车配件,车身附件及饰件,ST板块、新能源车、电池回收,台资背景、昨ST首板、昨日涨停、股权转让、近期新低,,,8,行业位置：汽车配件/车身附件及饰件；相关概念：ST板块、新能源车、电池回收；风格标签：台资背景、昨ST首板、昨日涨停、股权转让。
sh603987,医疗保健,医疗耗材,辅助生殖,分拆上市、商誉减值、微小盘股、微盘精选、股权转让,,专精特新、中证2000,8,行业位置：医疗保健/医疗耗材；相关概念：辅助生殖；风格标签：分拆上市、商誉减值、微小盘股、微盘精选；交易属性：专精特新、中证2000。
sh603988,电气设备,电机制造,储能、新能源车、绿色电力、风电,股东减持,,中证2000、国证2000、沪港通SH,8,行业位置：电气设备/电机制造；相关概念：储能、新能源车、绿色电力、风电；风格标签：股东减持；交易属性：中证2000、国证2000、沪港通SH。
sh603997,汽车配件,车身附件及饰件,新能源车、特斯拉,最近情绪,上证580,中证1000、国证2000、沪港通SH、融资融券,8,行业位置：汽车配件/车身附件及饰件；相关概念：新能源车、特斯拉；风格标签：最近情绪；指数归属：上证580；交易属性：中证1000、国证2000、沪港通SH、融资融券。
sh605008,橡胶,橡胶制品,新材料、节能环保、降解塑料,连续亏损、重组预案,上证580,国证2000、沪港通SH,8,行业位置：橡胶/橡胶制品；相关概念：新材料、节能环保、降解塑料；风格标签：连续亏损、重组预案；指数归属：上证580；交易属性：国证2000、沪港通SH。
sh605050,仓储物流,供应链服务,一体压铸、新能源车、智能机器,专项贷款,上证580,中证2000、国证2000、沪港通SH,8,行业位置：仓储物流/供应链服务；相关概念：一体压铸、新能源车、智能机器；风格标签：专项贷款；指数归属：上证580；交易属性：中证2000、国证2000、沪港通SH。
sh605099,文教休闲,其他家居,体育概念,拟减持、海外业务、高分红股,上证580,中证1000、国证2000、沪港通SH,8,行业位置：文教休闲/其他家居；相关概念：体育概念；风格标签：拟减持、海外业务、高分红股；指数归属：上证580；交易属性：中证1000、国证2000、沪港通SH。
sh605122,水泥,水泥制品,节能环保、装配建筑,参股金融、商誉减值、微盘股、机构吸筹、破发行价、连续亏损,,,8,行业位置：水泥/水泥制品；相关概念：节能环保、装配建筑；风格标签：参股金融、商誉减值、微盘股、机构吸筹。
sh605158,钢加工,板材,一带一路、新材料,专项贷款、昨日涨停、最近多板、最近情绪、股东减持,,中证2000,8,行业位置：钢加工/板材；相关概念：一带一路、新材料；风格标签：专项贷款、昨日涨停、最近多板、最近情绪；交易属性：中证2000。
sh605169,供气供热,燃气,天然气、节能环保,小盘非融、微利股、微小盘股、最近情绪,上证治理,中证2000,8,行业位置：供气供热/燃气；相关概念：天然气、节能环保；风格标签：小盘非融、微利股、微小盘股、最近情绪；指数归属：上证治理；交易属性：中证2000。
sh605183,化工原料,炭黑,一带一路、新材料,养老金,上证580、上证治理,专精特新、国证2000、沪港通SH,8,行业位置：化工原料/炭黑；相关概念：一带一路、新材料；风格标签：养老金；指数归属：上证580、上证治理；交易属性：专精特新、国证2000、沪港通SH。
sh605268,家居用品,其他家居,数据要素、新型城镇、新零售、智慧城市、智能家居、物联网,QFII新进,,中证2000,8,行业位置：家居用品/其他家居；相关概念：数据要素、新型城镇、新零售、智慧城市、智能家居；风格标签：QFII新进；交易属性：中证2000。
sh605300,乳制品,乳制品,代糖概念、创投概念、预制菜,QFII重仓,上证580,中证2000、国证2000、沪港通SH,8,行业位置：乳制品/乳制品；相关概念：代糖概念、创投概念、预制菜；风格标签：QFII重仓；指数归属：上证580；交易属性：中证2000、国证2000、沪港通SH。
sh605318,其他建材,其他建材,智能家居、装配建筑,百元股、私募重仓、股权转让、连续亏损、高市净率、高市盈率,,,8,行业位置：其他建材/其他建材；相关概念：智能家居、装配建筑；风格标签：百元股、私募重仓、股权转让、连续亏损。
sh605338,食品,预加工食品,宠物经济、预制菜,养老金、密集调研、高股息股,,中证2000、国证2000、沪港通SH,8,行业位置：食品/预加工食品；相关概念：宠物经济、预制菜；风格标签：养老金、密集调研、高股息股；交易属性：中证2000、国证2000、沪港通SH。
sh605378,电气设备,其他电池,工业互联、锂电池,QFII新进、海外业务,上证治理,中证2000、国证2000、沪港通SH,8,行业位置：电气设备/其他电池；相关概念：工业互联、锂电池；风格标签：QFII新进、海外业务；指数归属：上证治理；交易属性：中证2000、国证2000、沪港通SH。
sh605588,元器件,光学元件,OLED概念、小米概念、折叠屏、消费电子、芯片、苹果概念,连续亏损,,中证2000,8,行业位置：元器件/光学元件；相关概念：OLED概念、小米概念、折叠屏、消费电子、芯片；风格标签：连续亏损；交易属性：中证2000。
sh688013,医疗保健,医疗耗材,智能医疗,回购计划、微盘精选、微盘股、拟减持,上证治理,专精特新、融资融券,8,行业位置：医疗保健/医疗耗材；相关概念：智能医疗；风格标签：回购计划、微盘精选、微盘股、拟减持；指数归属：上证治理；交易属性：专精特新、融资融券。
sh688021,汽车配件,其他汽车零部件,氢能源、燃料电池、节能环保,微盘精选、微盘股、拟减持,,专精特新、融资融券,8,行业位置：汽车配件/其他汽车零部件；相关概念：氢能源、燃料电池、节能环保；风格标签：微盘精选、微盘股、拟减持；交易属性：专精特新、融资融券。
sh688098,农业综合,动物保健,创新药、合成生物、宠物经济,专项贷款、员工持股、微小盘股、连续亏损,,融资融券,8,行业位置：农业综合/动物保健；相关概念：创新药、合成生物、宠物经济；风格标签：专项贷款、员工持股、微小盘股、连续亏损；交易属性：融资融券。
sh688137,生物制药,其他生物制药,CXO概念、免疫治疗、合成生物,微小盘股、破发行价、连续亏损,,专精特新、融资融券,8,行业位置：生物制药/其他生物制药；相关概念：CXO概念、免疫治疗、合成生物；风格标签：微小盘股、破发行价、连续亏损；交易属性：专精特新、融资融券。
sh688197,化学制药,化学制剂,创新药,科成长层、连续亏损,科创200,中证2000、国证2000、沪港通SH、融资融券,8,行业位置：化学制药/化学制剂；相关概念：创新药；风格标签：科成长层、连续亏损；指数归属：科创200；交易属性：中证2000、国证2000、沪港通SH、融资融券。
sh688267,化工原料,其他化学制品,新材料,专项贷款、破发行价、近期新高,上证治理,专精特新、沪港通SH、融资融券,8,行业位置：化工原料/其他化学制品；相关概念：新材料；风格标签：专项贷款、破发行价、近期新高；指数归属：上证治理；交易属性：专精特新、沪港通SH、融资融券。
sh688269,化工原料,其他化学制品,氢能源、燃料电池、电池回收,基金独门,科创国企,专精特新、中证2000、融资融券,8,行业位置：化工原料/其他化学制品；相关概念：氢能源、燃料电池、电池回收；风格标签：基金独门；指数归属：科创国企；交易属性：专精特新、中证2000、融资融券。
sh688310,医疗保健,制药装备,口罩防护、高端装备,回购计划、微盘精选、微盘股,上证治理,专精特新、融资融券,8,行业位置：医疗保健/制药装备；相关概念：口罩防护、高端装备；风格标签：回购计划、微盘精选、微盘股；指数归属：上证治理；交易属性：专精特新、融资融券。
sh688351,医疗保健,医疗耗材,,,上证580、科创200、科创生物,专精特新、中证1000、国证2000、沪港通SH、融资融券,8,行业位置：医疗保健/医疗耗材；指数归属：上证580、科创200、科创生物；交易属性：专精特新、中证1000、国证2000、沪港通SH。
sh688366,医疗保健,医疗耗材,医美概念、含H股,不活跃股、商誉减值、破发行价、破增发价,,沪港通SH、融资融券,8,行业位置：医疗保健/医疗耗材；相关概念：医美概念、含H股；风格标签：不活跃股、商誉减值、破发行价、破增发价；交易属性：沪港通SH、融资融券。
sh688376,专用机械,环保设备,光刻机、节能环保、芯片,,科创200,中证2000、国证2000、沪港通SH、融资融券,8,行业位置：专用机械/环保设备；相关概念：光刻机、节能环保、芯片；指数归属：科创200；交易属性：中证2000、国证2000、沪港通SH、融资融券。
sh688466,环境保护,水治理,AI智能体、DeepSeek、碳中和,微利股、微盘股、破发行价,,专精特新、融资融券,8,行业位置：环境保护/水治理；相关概念：AI智能体、DeepSeek、碳中和；风格标签：微利股、微盘股、破发行价；交易属性：专精特新、融资融券。
sh688569,运输设备,轨交设备,一带一路、充电桩、高铁,股东减持,中证央企、科创国企,沪港通SH、融资融券,8,行业位置：运输设备/轨交设备；相关概念：一带一路、充电桩、高铁；风格标签：股东减持；指数归属：中证央企、科创国企；交易属性：沪港通SH、融资融券。
sh688613,医疗保健,医疗耗材,,微盘精选、微盘股、扣非亏损、拟减持、控制变更、股东减持、股权分散,,融资融券,8,行业位置：医疗保健/医疗耗材；风格标签：微盘精选、微盘股、扣非亏损、拟减持；交易属性：融资融券。
sh688628,电器仪表,仪器仪表,AI智能体、DeepSeek、核污防治、物联网、芯片,密集调研、绩优股,,融资融券,8,行业位置：电器仪表/仪器仪表；相关概念：AI智能体、DeepSeek、核污防治、物联网、芯片；风格标签：密集调研、绩优股；交易属性：融资融券。
sh688633,专用机械,能源及重型设备,一带一路、节能环保、高端装备,绩优股、近期强势,,专精特新、含可转债、融资融券,8,行业位置：专用机械/能源及重型设备；相关概念：一带一路、节能环保、高端装备；风格标签：绩优股、近期强势；交易属性：专精特新、含可转债、融资融券。
sh688667,汽车配件,汽车电子电气系统,新能源车、汽车电子、车联网,百元股、近期强势、近期新高,,专精特新、融资融券,8,行业位置：汽车配件/汽车电子电气系统；相关概念：新能源车、汽车电子、车联网；风格标签：百元股、近期强势、近期新高；交易属性：专精特新、融资融券。
sh688718,塑料,其他塑料制品,盐湖提锂、锂电池,养老金、微小盘股、微盘精选、社保新进、近期新高,,融资融券,8,行业位置：塑料/其他塑料制品；相关概念：盐湖提锂、锂电池；风格标签：养老金、微小盘股、微盘精选、社保新进；交易属性：融资融券。
sh688729,半导体,半导体设备,存储芯片、次新股、芯片,科创次新,双创50、科创信息、科创芯片,融资融券,8,行业位置：半导体/半导体设备；相关概念：存储芯片、次新股、芯片；风格标签：科创次新；指数归属：双创50、科创信息、科创芯片；交易属性：融资融券。
sh688809,半导体,半导体材料,存储芯片、次新股、芯片,基金增仓、机构吸筹、百元股、科创次新,,融资融券,8,行业位置：半导体/半导体材料；相关概念：存储芯片、次新股、芯片；风格标签：基金增仓、机构吸筹、百元股、科创次新；交易属性：融资融券。
sz000014,全国地产,住宅开发,智能家居、物业管理、粤港澳,小盘国企、微小盘股、连续亏损、重组股,,中证2000,8,行业位置：全国地产/住宅开发；相关概念：智能家居、物业管理、粤港澳；风格标签：小盘国企、微小盘股、连续亏损、重组股；交易属性：中证2000。
sz000020,元器件,面板,含B股、物业管理、粤港澳,久不分红、低安全分、微小盘股、最近情绪、高质押股,,,8,行业位置：元器件/面板；相关概念：含B股、物业管理、粤港澳；风格标签：久不分红、低安全分、微小盘股、最近情绪。
sz000025,综合类,综合类,含B股、物业管理、粤港澳、黄金概念,,,中证2000、国证2000、深港通SZ、融资融券,8,行业位置：综合类/综合类；相关概念：含B股、物业管理、粤港澳、黄金概念；交易属性：中证2000、国证2000、深港通SZ、融资融券。
sz000411,医药商业,医药流通,冷链物流、减肥药、医美概念、新零售、跨境电商,近已解禁、高应收款,,深港通SZ,8,行业位置：医药商业/医药流通；相关概念：冷链物流、减肥药、医美概念、新零售、跨境电商；风格标签：近已解禁、高应收款；交易属性：深港通SZ。
sz000419,百货,多业态零售,互联金融、新零售、旅游概念、物业管理、预制菜,微小盘股、破净资产,,中证2000,8,行业位置：百货/多业态零售；相关概念：互联金融、新零售、旅游概念、物业管理、预制菜；风格标签：微小盘股、破净资产；交易属性：中证2000。
sz000517,区域地产,住宅开发,物业管理、绿色建筑,QFII新进、低价股、连续亏损,,中证2000、深港通SZ、融资融券,8,行业位置：区域地产/住宅开发；相关概念：物业管理、绿色建筑；风格标签：QFII新进、低价股、连续亏损；交易属性：中证2000、深港通SZ、融资融券。
sz000520,水运,航运,一带一路、航运概念,久不分红、低安全分、化债AMC、整体上市、连续亏损,,中证2000,8,行业位置：水运/航运；相关概念：一带一路、航运概念；风格标签：久不分红、低安全分、化债AMC、整体上市；交易属性：中证2000。
sz000545,化工原料,钛白粉,储能、钛金属、锂电池,低安全分、微盘股、股权转让、连续亏损,,融资融券,8,行业位置：化工原料/钛白粉；相关概念：储能、钛金属、锂电池；风格标签：低安全分、微盘股、股权转让、连续亏损；交易属性：融资融券。
sz000603,铅锌,白银,镍金属、黄金概念,周期股,资源优势,中证1000、国证2000、深港通SZ、融资融券,8,行业位置：铅锌/白银；相关概念：镍金属、黄金概念；风格标签：周期股；指数归属：资源优势；交易属性：中证1000、国证2000、深港通SZ、融资融券。
sz000612,铝,铝,稀土永磁,低市盈率、券商重仓、重组预案,,中证1000、国证2000、深港通SZ、融资融券,8,行业位置：铝/铝；相关概念：稀土永磁；风格标签：低市盈率、券商重仓、重组预案；交易属性：中证1000、国证2000、深港通SZ、融资融券。
sz000632,综合类,贸易,ST板块、创投概念、旅游概念、海峡西岸、物业管理、跨境电商,昨ST连板、昨日涨停,,,8,行业位置：综合类/贸易；相关概念：ST板块、创投概念、旅游概念、海峡西岸、物业管理；风格标签：昨ST连板、昨日涨停。
sz000633,小金属,其他金属新材料,新材料、核电核能,久不分红、养老金、壳资源、微盘股、控制变更、社保新进,,,8,行业位置：小金属/其他金属新材料；相关概念：新材料、核电核能；风格标签：久不分红、养老金、壳资源、微盘股。
sz000637,石油加工,其他石化,旅游概念、碳中和,专项贷款、亏损股、小盘国企、微盘股、私募新进、连续亏损,,,8,行业位置：石油加工/其他石化；相关概念：旅游概念、碳中和；风格标签：专项贷款、亏损股、小盘国企、微盘股。
sz000678,汽车配件,底盘与发动机系统,一带一路、减速器、新能源车,久不分红、最近情绪、连续亏损,,深港通SZ、融资融券,8,行业位置：汽车配件/底盘与发动机系统；相关概念：一带一路、减速器、新能源车；风格标签：久不分红、最近情绪、连续亏损；交易属性：深港通SZ、融资融券。
sz000692,供气供热,热力服务,充电桩、绿色电力、风电,低安全分、微盘股、近期新高、连续亏损、高负债率,,,8,行业位置：供气供热/热力服务；相关概念：充电桩、绿色电力、风电；风格标签：低安全分、微盘股、近期新高、连续亏损。
sz000715,百货,百货,IP经济、乡村振兴、新零售,参股金融、小盘非融、微小盘股、社保新进,,中证2000,8,行业位置：百货/百货；相关概念：IP经济、乡村振兴、新零售；风格标签：参股金融、小盘非融、微小盘股、社保新进；交易属性：中证2000。
sz000757,汽车服务,汽车综合服务,华为汽车、小米概念、新能源车、节能环保,久不分红、回购计划、小盘非融、微盘股,,,8,行业位置：汽车服务/汽车综合服务；相关概念：华为汽车、小米概念、新能源车、节能环保；风格标签：久不分红、回购计划、小盘非融、微盘股。
sz000803,环境保护,固废治理,工业互联、物联网、生物质能、节能环保,久不分红、小盘国企、微小盘股,,中证2000,8,行业位置：环境保护/固废治理；相关概念：工业互联、物联网、生物质能、节能环保；风格标签：久不分红、小盘国企、微小盘股；交易属性：中证2000。
sz000856,专用机械,其他专用设备,智能机器、智能电网、雄安新区、高端装备,小盘国企、小盘非融、微盘精选、微盘股,,,8,行业位置：专用机械/其他专用设备；相关概念：智能机器、智能电网、雄安新区、高端装备；风格标签：小盘国企、小盘非融、微盘精选、微盘股。
sz000952,化学制药,原料药,合成生物、维生素、肝炎概念,亏损股、定增预案、小盘国企、微盘股、连续亏损,,,8,行业位置：化学制药/原料药；相关概念：合成生物、维生素、肝炎概念；风格标签：亏损股、定增预案、小盘国企、微盘股。
sz000968,石油开采,油气开采,天然气、页岩气,基金独门,,中证2000、国证2000、深港通SZ、融资融券、转融券,8,行业位置：石油开采/油气开采；相关概念：天然气、页岩气；风格标签：基金独门；交易属性：中证2000、国证2000、深港通SZ、融资融券。
sz001215,食品,预加工食品,婴童概念、预制菜,专项贷款、密集调研、近期新高、送转潜力,中证回购,中证2000,8,行业位置：食品/预加工食品；相关概念：婴童概念、预制菜；风格标签：专项贷款、密集调研、近期新高、送转潜力；指数归属：中证回购；交易属性：中证2000。
sz001219,食品,烘焙食品,婴童概念、新零售、网红经济,小盘国企、小盘非融、微盘精选、微盘股,,中证2000,8,行业位置：食品/烘焙食品；相关概念：婴童概念、新零售、网红经济；风格标签：小盘国企、小盘非融、微盘精选、微盘股；交易属性：中证2000。
sz001222,文教休闲,娱乐用品,IP经济、一带一路、宠物经济、新零售、跨境电商,微小盘股、海外业务,,中证2000,8,行业位置：文教休闲/娱乐用品；相关概念：IP经济、一带一路、宠物经济、新零售、跨境电商；风格标签：微小盘股、海外业务；交易属性：中证2000。
sz001277,专用机械,能源及重型设备,数据中心、新型工业,两年新股、微盘股、私募新进,深次新股,中证2000、融资融券,8,行业位置：专用机械/能源及重型设备；相关概念：数据中心、新型工业；风格标签：两年新股、微盘股、私募新进；指数归属：深次新股；交易属性：中证2000、融资融券。
sz001279,广告包装,印刷,固态电池,两年新股,深次新股,专精特新、中证2000、国证2000、深港通SZ、融资融券,8,行业位置：广告包装/印刷；相关概念：固态电池；风格标签：两年新股；指数归属：深次新股；交易属性：专精特新、中证2000、国证2000、深港通SZ。
sz001316,批发业,贸易,AI眼镜、低空经济、商业航天、国防军工、大飞机,发可转债、绩优股,,中证2000,8,行业位置：批发业/贸易；相关概念：AI眼镜、低空经济、商业航天、国防军工、大飞机；风格标签：发可转债、绩优股；交易属性：中证2000。
sz001317,铁路,铁路运输,一带一路、低空经济、无人驾驶、跨境电商,QFII重仓、机构吸筹、连续亏损,,中证2000,8,行业位置：铁路/铁路运输；相关概念：一带一路、低空经济、无人驾驶、跨境电商；风格标签：QFII重仓、机构吸筹、连续亏损；交易属性：中证2000。
sz001325,橡胶,橡胶制品,次新股,微小盘股、微盘精选、活跃股、私募新进、送转潜力,深次新股,融资融券,8,行业位置：橡胶/橡胶制品；相关概念：次新股；风格标签：微小盘股、微盘精选、活跃股、私募新进；指数归属：深次新股；交易属性：融资融券。
sz001356,塑料,其他塑料制品,跨境电商、降解塑料,两年新股,深次新股,中证1000、国证2000、深港通SZ、融资融券,8,行业位置：塑料/其他塑料制品；相关概念：跨境电商、降解塑料；风格标签：两年新股；指数归属：深次新股；交易属性：中证1000、国证2000、深港通SZ、融资融券。
sz001369,化纤,其他化学纤维,光伏、次新股、碳中和、锂电池,,深次新股,专精特新、深港通SZ、融资融券,8,行业位置：化纤/其他化学纤维；相关概念：光伏、次新股、碳中和、锂电池；指数归属：深次新股；交易属性：专精特新、深港通SZ、融资融券。
sz001378,塑料,塑料薄膜,新材料、粤港澳,专项贷款、微小盘股、破发行价、近期新高、送转潜力,,融资融券,8,行业位置：塑料/塑料薄膜；相关概念：新材料、粤港澳；风格标签：专项贷款、微小盘股、破发行价、近期新高；交易属性：融资融券。
sz001387,家用电器,冰洗,PCB概念、储能、充电桩、汽车电子,微盘股、股东减持,深次新股,融资融券,8,行业位置：家用电器/冰洗；相关概念：PCB概念、储能、充电桩、汽车电子；风格标签：微盘股、股东减持；指数归属：深次新股；交易属性：融资融券。
sz002033,旅游景点,旅游景区,IP经济、旅游概念,高分红股,投资时钟,中证2000、国证2000、深港通SZ、融资融券,8,行业位置：旅游景点/旅游景区；相关概念：IP经济、旅游概念；风格标签：高分红股；指数归属：投资时钟；交易属性：中证2000、国证2000、深港通SZ、融资融券。
sz002096,化工原料,民爆制品,军民融合、雅江水电,,中小300、中证央企,中证1000、国证2000、深港通SZ、深证成指,8,行业位置：化工原料/民爆制品；相关概念：军民融合、雅江水电；指数归属：中小300、中证央企；交易属性：中证1000、国证2000、深港通SZ、深证成指。
sz002105,摩托车,其他交通设备,体育概念、养老概念、婴童概念、小米概念、新零售,台资背景、微盘股、连续亏损,,,8,行业位置：摩托车/其他交通设备；相关概念：体育概念、养老概念、婴童概念、小米概念、新零售；风格标签：台资背景、微盘股、连续亏损。
sz002164,机械基件,机械基础件,减速器、智能机器、风电,回购计划,,中证2000、国证2000、深港通SZ、融资融券,8,行业位置：机械基件/机械基础件；相关概念：减速器、智能机器、风电；风格标签：回购计划；交易属性：中证2000、国证2000、深港通SZ、融资融券。
sz002188,房产服务,物业管理,养老概念、物业管理,久不分红、壳资源、小盘非融、微盘精选、微盘股、户数减少,,,8,行业位置：房产服务/物业管理；相关概念：养老概念、物业管理；风格标签：久不分红、壳资源、小盘非融、微盘精选。
sz002248,机床制造,机床制造,光伏、工业母机、新型工业、高端装备、高铁,久不分红、高市净率,,中证2000,8,行业位置：机床制造/机床制造；相关概念：光伏、工业母机、新型工业、高端装备、高铁；风格标签：久不分红、高市净率；交易属性：中证2000。
sz002275,中成药,中药,创新药、口罩防护,高分红股,,中证1000、国证2000、深港通SZ、融资融券、转融券,8,行业位置：中成药/中药；相关概念：创新药、口罩防护；风格标签：高分红股；交易属性：中证1000、国证2000、深港通SZ、融资融券。
sz002287,中成药,中药,创新药、婴童概念,,中小300,中证1000、国证2000、深港通SZ、融资融券、转融券,8,行业位置：中成药/中药；相关概念：创新药、婴童概念；指数归属：中小300；交易属性：中证1000、国证2000、深港通SZ、融资融券。
sz002306,酒店餐饮,餐饮,BC电池、NFT概念、ST板块、TOPCon、新能源车、网络游戏、节能环保,低价股,,,8,行业位置：酒店餐饮/餐饮；相关概念：BC电池、NFT概念、ST板块、TOPCon、新能源车；风格标签：低价股。
sz002333,其他建材,其他建材,BIPV概念、光伏、工业互联、智慧城市、苹果概念,台资背景、小盘非融、微小盘股,,,8,行业位置：其他建材/其他建材；相关概念：BIPV概念、光伏、工业互联、智慧城市、苹果概念；风格标签：台资背景、小盘非融、微小盘股。
sz002363,汽车配件,底盘与发动机系统,华为汽车、商业航天、国防军工、新能源车、特斯拉,小盘非融、微小盘股,,中证2000,8,行业位置：汽车配件/底盘与发动机系统；相关概念：华为汽车、商业航天、国防军工、新能源车、特斯拉；风格标签：小盘非融、微小盘股；交易属性：中证2000。
sz002370,化学制药,化学制剂,仿制药、创新药、工业大麻、幽门菌、肝炎概念,低安全分、控制变更,,融资融券,8,行业位置：化学制药/化学制剂；相关概念：仿制药、创新药、工业大麻、幽门菌、肝炎概念；风格标签：低安全分、控制变更；交易属性：融资融券。
sz002548,饲料,畜禽饲料,乡村振兴、智能机器、猪肉,亏损股、微小盘股、连续亏损,,中证2000、融资融券,8,行业位置：饲料/畜禽饲料；相关概念：乡村振兴、智能机器、猪肉；风格标签：亏损股、微小盘股、连续亏损；交易属性：中证2000、融资融券。
sz002561,百货,百货,乡村振兴、新零售、物业管理、预制菜,微小盘股、连续亏损,,中证2000、融资融券,8,行业位置：百货/百货；相关概念：乡村振兴、新零售、物业管理、预制菜；风格标签：微小盘股、连续亏损；交易属性：中证2000、融资融券。
sz002592,汽车配件,车身附件及饰件,ST板块、免疫治疗、国防军工、新能源车、热管理、燃料电池,私募新进,,专精特新,8,行业位置：汽车配件/车身附件及饰件；相关概念：ST板块、免疫治疗、国防军工、新能源车、热管理；风格标签：私募新进；交易属性：专精特新。
sz002616,环境保护,电能综合服务,生物质能、粤港澳、绿色电力、节能环保、雄安新区,小盘非融、高股息股,,中证2000,8,行业位置：环境保护/电能综合服务；相关概念：生物质能、粤港澳、绿色电力、节能环保、雄安新区；风格标签：小盘非融、高股息股；交易属性：中证2000。
sz002627,旅游景点,旅游景区,NFT概念、养老概念、旅游概念、航运概念,密集调研、小盘国企,,中证2000、国证2000,8,行业位置：旅游景点/旅游景区；相关概念：NFT概念、养老概念、旅游概念、航运概念；风格标签：密集调研、小盘国企；交易属性：中证2000、国证2000。
sz002652,其他建材,其他建材,垃圾分类、新材料、雄安新区,低安全分、微小盘股、户数增加、活跃股、连续亏损,,,8,行业位置：其他建材/其他建材；相关概念：垃圾分类、新材料、雄安新区；风格标签：低安全分、微小盘股、户数增加、活跃股。
sz002661,食品,其他农产品加工,婴童概念、猪肉、粮食概念,专项贷款、微盘股、拟增持、私募新进,,中证2000,8,行业位置：食品/其他农产品加工；相关概念：婴童概念、猪肉、粮食概念；风格标签：专项贷款、微盘股、拟增持、私募新进；交易属性：中证2000。
sz002679,林业,林业,互联金融、人工智能、海峡西岸、碳中和、风沙治理,低安全分、小盘国企、微盘股,,,8,行业位置：林业/林业；相关概念：互联金融、人工智能、海峡西岸、碳中和、风沙治理；风格标签：低安全分、小盘国企、微盘股。
sz002693,生物制药,其他生物制药,CXO概念、ST板块、仿制药、海南自贸、肝炎概念、辅助生殖,QFII新进、近期新高,,,8,行业位置：生物制药/其他生物制药；相关概念：CXO概念、ST板块、仿制药、海南自贸、肝炎概念；风格标签：QFII新进、近期新高。
sz002731,服饰,钟表珠宝,IP经济、ST板块、婴童概念、新零售、锂电池、黄金概念,破净资产、股权转让,,,8,行业位置：服饰/钟表珠宝；相关概念：IP经济、ST板块、婴童概念、新零售、锂电池；风格标签：破净资产、股权转让。
sz002749,农药化肥,农药,乡村振兴、化肥概念、磷概念、草甘膦、虫害防治,不活跃股、高股息股,,深港通SZ,8,行业位置：农药化肥/农药；相关概念：乡村振兴、化肥概念、磷概念、草甘膦、虫害防治；风格标签：不活跃股、高股息股；交易属性：深港通SZ。
sz002752,广告包装,金属包装,IP经济、储能、抖音概念、新能源车、海峡西岸,定增预案,,中证2000、深港通SZ,8,行业位置：广告包装/金属包装；相关概念：IP经济、储能、抖音概念、新能源车、海峡西岸；风格标签：定增预案；交易属性：中证2000、深港通SZ。
sz002763,服饰,鞋帽及其他,口罩防护、跨境电商,小盘非融、微小盘股、户数减少、机构吸筹、近期新高、高股息股,,,8,行业位置：服饰/鞋帽及其他；相关概念：口罩防护、跨境电商；风格标签：小盘非融、微小盘股、户数减少、机构吸筹。
sz002779,农用机械,农用机械,乡村振兴、智能机器,海外业务,中小300,中证1000、国证2000、深港通SZ、融资融券,8,行业位置：农用机械/农用机械；相关概念：乡村振兴、智能机器；风格标签：海外业务；指数归属：中小300；交易属性：中证1000、国证2000、深港通SZ、融资融券。
sz002809,化工原料,其他化学制品,水利建设、粤港澳、装配建筑、雄安新区、雅江水电,微盘股、连续亏损,,专精特新,8,行业位置：化工原料/其他化学制品；相关概念：水利建设、粤港澳、装配建筑、雄安新区、雅江水电；风格标签：微盘股、连续亏损；交易属性：专精特新。
sz002835,IT设备,安防设备,人工智能、信息安全、安防服务、智慧城市、物联网,微小盘股、海外业务,,中证2000,8,行业位置：IT设备/安防设备；相关概念：人工智能、信息安全、安防服务、智慧城市、物联网；风格标签：微小盘股、海外业务；交易属性：中证2000。
sz002847,食品,零食,,绩优股、高分红股,中小300,中证1000、国证2000、深港通SZ、深证成指、融资融券,8,行业位置：食品/零食；风格标签：绩优股、高分红股；指数归属：中小300；交易属性：中证1000、国证2000、深港通SZ、深证成指。
sz002852,食品,粮油加工,乡村振兴、新零售,小盘非融、微小盘股、微盘精选、破发行价,,中证2000、国证2000,8,行业位置：食品/粮油加工；相关概念：乡村振兴、新零售；风格标签：小盘非融、微小盘股、微盘精选、破发行价；交易属性：中证2000、国证2000。
